T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
313.4,318.4,10722936.904977793,0.45,110.96067406702112,0.5767255024617973,1.2095409021482102,0.8923912342189348,5.753209143347339
