T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
301.05987654320984,306.05987654320984,8081153.185882984,0.45,140.39529954463202,0.1342189248068928,2.2407092987070287,1.8092344436321461,4.767123251618685
