T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
294.0,300.79929687500004,6836848.329968076,0.3641315146672305,154.74329816223542,0.0,3.01616962779019,2.605945503166171,5.313079127047027
