T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
286.311811023622,294.18820112573815,5870013.043254263,0.18299296454934108,182.89170878539912,0.0,4.2186195592576485,3.972282692736725,6.381086701871534
