T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
307.14259259259256,312.14259259259256,9446873.881353298,0.45,125.65090804388775,0.33123761047426115,1.645962409077539,1.2569526788100727,5.2712546069923985
