T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
280.2872611464968,288.6341307474124,5146726.063346292,0.12226786232784294,200.91658504038617,0.0,5.654336051528656,5.542424800952392,6.772824312572321
