T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
305.6,310.6,9112451.672801148,0.45,129.35186064866534,0.2778333534369488,1.7777641658354826,1.3732942145050757,5.145493784450408
