T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
311.75,316.75,10399536.25419438,0.45,114.79568939549296,0.6057960938516225,1.3113194139450848,0.974803097964604,5.631452957794908
