T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
294.78385826771654,301.44302189960626,6938064.086254671,0.39339640363998774,150.97273700748158,0.15300744977592493,2.9153938640798334,2.4827277149827482,5.234001705979716
