T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
280.4796178343949,288.7194928592755,5157286.6060072975,0.12305048498347737,200.6587267290223,0.0,5.625414994604453,5.51357974552957,6.735730552042291
