T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
305.6,310.6,9112451.672801148,0.55,129.35186064866534,0.26828282389182256,1.8166461592610397,1.3732942145050757,4.398432077186208
