T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
295.21220472440945,301.76842002952753,6989770.864567655,0.4,148.90198745236714,0.16823250023294006,2.863939393681571,2.419521562254239,5.295747042093361
