T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
281.9907643312102,290.1686693869427,5339147.121162931,0.1385323073095518,196.20358836277876,0.0,5.195797666500053,5.04992917008716,6.564570865118562
