T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
291.96535433070864,299.00497594734253,6561818.482705918,0.2941417150623439,163.77228472429886,0.09893412968958994,3.304980283125049,2.948956267407137,5.605884028944794
