T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
281.6662420382165,289.83619026174364,5296990.120086121,0.13644116401905884,197.23921694580855,0.0,5.288612500183146,5.152160240589882,6.562442473048297
