T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
290.2574803149606,297.57644445127954,6349862.611066085,0.2505561088310434,169.99899372373778,0.11938726831290611,3.5530734109665896,3.231694351884731,5.891361096517274
