T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
304.4,309.4,8846882.483498827,0.6361717354381309,132.25320765539246,0.14083473543855402,1.9305200526999855,1.4734961311902521,3.7672062365399324
