T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
301.7216049382716,306.7216049382716,8236020.054427724,0.5407103693445456,138.7761400666493,0.14953234810134125,2.1795692725924294,1.7349428330102248,4.143384764126305
