T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
285.66146496815287,293.5262351214172,5779818.105563584,0.17934691999793628,185.2014136376114,0.07483338859349423,4.36239494026592,4.132373830408896,6.325667059409562
