T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
279.15509554140124,287.6252097929936,5023166.518526895,0.11098630097533133,203.9290318755252,0.14244269979200277,5.989336111542139,5.8976918393334135,6.964411766970686
