T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
278.78980891719743,287.32342025776273,4986654.415004093,0.10885440949955746,204.8180542984358,0.0,6.094113754838881,6.009404793763168,7.0006621399111575
