T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
301.95,306.95,8289110.999215246,0.45,138.2180187682134,0.0,2.139788351166832,1.7102892427448348,4.841797435138182
