T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
287.87362204724406,295.4650997785433,6047211.519740679,0.20954853438728313,178.26828441523492,0.0,3.952517067474474,3.6790527159667223,6.125231034012635
