T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
296.01889763779525,302.42317839566925,7094972.07442789,0.45,144.2530677940682,0.0,2.762458372815309,2.2883062520714823,5.1200163754323285
