T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
297.35,303.427375,7259578.976387933,0.45,134.64843489077728,0.0,2.5799407967201553,2.0588163497052223,5.896811985741652
