T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
288.5401574803149,296.14329841289367,6143090.952387033,0.2218244172456903,175.7080272876427,0.0,3.8205074571682895,3.5307494314256953,6.063949075797872
