T_amb,T_gc_out,P_h_2,alpha,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
303.6506172839506,308.6506172839506,8678537.987872927,0.45,134.0728493736493,0.12052319371957222,1.9615035072547709,1.5409726698843842,4.984046436685413
