T_amb;alpha;P_h_Sbc;delta_T_sc_DMS;COP_CO2_Sbc;COP_DMS_CO2;COP_star_Sbc
292.15;0.0;6589927.097074429;-1.7053025658242404e-13;2.912898136027517;7.051145555173766;2.9128981360275166
292.15;0.02;6589927.097074429;0.47078571242502676;2.912898136027517;7.051145555173766;2.9468089786553437
292.15;0.04;6589927.097074429;1.0123401225650355;2.912898136027517;7.051145555173766;2.9801685740985837
292.15;0.06;6589927.097074429;1.6200979027631774;2.912898136027517;7.051145555173766;3.012990255416722
292.15;0.08;6589927.097074429;2.2897398102992383;2.912898136027517;7.051145555173766;3.0452869291245115
292.15;0.1;6589927.097074429;3.017269363677997;2.912898136027517;7.051145555173766;3.07707109211389
292.15;0.12;6589927.097074429;3.799071540374541;2.912898136027517;7.051145555173766;3.108354847776658
292.15;0.14;6589927.097074429;4.6319078812067005;2.912898136027517;7.051145555173766;3.1391499213715943
292.15;0.16;6589927.097074429;5.512862217130191;2.912898136027517;7.051145555173766;3.1694676746770045
292.15;0.18;6589927.097074429;6.439266852566391;2.912898136027517;7.051145555173766;3.199319119967181
292.15;0.2;6589927.097074429;7.408634113852145;2.912898136027517;6.949921994930881;3.225130110572063
292.15;0.22;6589927.097074429;8.418606934511445;2.912898136027517;6.7044585257269675;3.243691392546634
292.15;0.24;6589927.097074429;9.466931792560331;2.912898136027517;6.441253832340254;3.258351508468071
292.15;0.26;6589927.097074429;10.551450503013143;2.912898136027517;6.138009106454504;3.267128836407531
292.15;0.28;6589927.097074429;11.670104278597137;2.912898136027517;5.853658477930296;3.2725353834291955
292.15;0.3;6589927.097074429;12.820943194694621;2.912898136027517;5.587207155223892;3.274602086200279
292.15;0.32;6589927.097074429;14.002135570638814;2.912898136027517;5.337585899162179;3.2733799953892087
292.15;0.34;6589927.097074429;15.211973808848768;2.912898136027517;5.103691572069022;3.268937250973344
292.15;0.36;6589927.097074429;16.44887522002267;2.912898136027517;4.884417131843345;3.2613557754793034
292.15;0.38;6589927.097074429;17.711377916143817;2.912898136027517;4.678673104962764;3.2507277895671445
292.15;0.4;6589927.097074429;18.998132829068368;2.912898136027517;4.48540218542274;3.237152223919628
292.15;0.42;6589927.097074429;20.307893336411894;2.912898136027517;4.303588362807957;3.2207310742309914
292.15;0.44;6589927.097074429;21.639503970578005;2.912898136027517;4.132261799206245;3.201565726425206
292.15;0.46;6589927.097074429;22.991889409286557;2.912898136027517;3.97050050954812;3.179753267788333
292.15;0.48;6589927.097074429;24.36404454795303;2.912898136027517;3.8174297388358327;3.155382794958738
292.15;0.5;6589927.097074429;25.755026053627148;2.912898136027517;3.6722197735409443;3.1285317293526544
292.15;0.52;6589927.097074429;27.163945471678176;2.912898136027517;3.5340827804371697;3.0992621526458226
292.15;0.54;6589927.097074429;28.589963733212983;2.912898136027517;3.402269142286015;3.0676171785197286
292.15;0.56;6589927.097074429;30.0322867938915;2.912898136027517;3.2760636622529047;3.0336173825956148
292.15;0.58;6589927.097074429;31.490162103494356;2.912898136027517;3.1547819412475318;2.997257322410945
292.15;0.6;6589927.097074429;32.962875631945565;2.912898136027517;3.037767195950182;2.958502197040164
292.15;0.62;6589927.097074429;34.44974923367437;2.912898136027517;2.924387780387803;2.9172847267814217
292.15;0.64;6589927.097074429;35.95013819685391;2.912898136027517;2.8236062792039576;2.877388813065225
292.15;0.66;6589927.097074429;37.463428883980896;2.912898136027517;2.7433241279806575;2.8430268132538585
292.15;0.68;6589927.097074429;38.98903641931042;2.912898136027517;2.639683309620564;2.795771999310575
292.15;0.7000000000000001;6589927.097074429;40.526402415959524;2.912898136027517;2.5320368404757505;2.743006213790975
292.15;0.72;6589927.097074429;42.07499276175486;2.912898136027517;2.4272110730456236;2.6877626496839215
292.15;0.74;6589927.097074429;43.63429549969035;2.912898136027517;2.3195805996926455;2.627113412513298
292.15;0.76;6589927.097074429;45.203818846524314;2.912898136027517;2.213860485338679;2.5633838814519097
292.15;0.78;6589927.097074429;46.78308939193951;2.912898136027517;2.1064203881302994;2.4944045306356886
292.15;0.8;6589927.097074429;48.37165051112737;2.912898136027517;1.9971675945772411;2.419784171280418
292.15;0.8200000000000001;6589927.097074429;49.96906100728364;2.912898136027517;1.8876995239182115;2.3402584639993975
292.15;0.84;6589927.097074429;51.57489398032084;2.912898136027517;1.8153161122629877;2.2827933424828197
292.15;0.86;6589927.097074429;53.188735898284875;2.912898136027517;1.7037520741214374;2.1932177992227837
292.15;0.88;6589927.097074429;54.810185832702956;2.912898136027517;1.592324443681058;2.0983269269101252
292.15;0.9;6589927.097074429;56.43885481167871;2.912898136027517;1.4829469760848524;1.9995782782276152
292.15;0.92;6589927.097074429;58.07436524596045;2.912898136027517;1.4125912849670312;1.9304513595740336
292.15;0.9400000000000001;6589927.097074429;59.71635039218981;2.912898136027517;1.3157855840136803;1.834163584299096
292.15;0.96;6589927.097074429;61.3644538309174;2.912898136027517;1.2337704428284249;1.747810057642606
292.15;0.98;6589927.097074429;63.01832895077956;2.912898136027517;1.175707334230996;1.682469583096842
292.15;1.0;6589927.097074429;64.67763844127757;2.912898136027517;1.151608851209534;1.6506401817758265
292.15;1.02;6589927.097074429;66.34205380277291;2.912898136027517;1.1696897764684326;1.662104383984816
292.15;1.04;6589927.097074429;68.01125488379694;2.912898136027517;1.2385350308809044;1.7244258686736755
292.15;1.06;6589927.097074429;69.684929453589;2.912898136027517;1.3974976933631407;1.8696690394901894
292.15;1.08;6589927.097074429;71.36277281396315;2.912898136027517;1.7101158159288696;2.1336902944722893
292.15;1.1;6589927.097074429;73.04448745067427;2.912898136027517;2.132490514624143;2.4443346441384346
292.15;1.12;6589927.097074429;74.72978272170198;2.912898136027517;2.846417401994507;2.8773940188398304
292.15;1.1400000000000001;6589927.097074429;76.41837457831576;2.912898136027517;3.6654097096668967;3.2705888704122716
292.15;1.16;6589927.097074429;78.10998531457662;2.912898136027517;4.826051065168716;3.700766578634762
292.15;1.18;6589927.097074429;79.8043433412843;2.912898136027517;6.4556944428163465;4.143816479738895
292.15;1.2;;;;;
