T_amb;alpha;P_h_Sbc;delta_T_sc_DMS;COP_CO2_Sbc;COP_DMS_CO2;COP_star_Sbc
309.65;0.0;9973520.399142232;-9.00841996553936e-08;1.0927974865689924;6.941720808397527;1.0927974865689924
309.65;0.02;9973520.399142232;0.3699908292564942;1.0927974865689924;6.941720808397527;1.1111549741855904
309.65;0.04;9973520.399142232;0.7533493340710038;1.0927974865689924;6.941720808397527;1.1293975883667626
309.65;0.06;9973520.399142232;1.1508282507385275;1.0927974865689924;6.941720808397527;1.1475264039938877
309.65;0.08;9973520.399142232;1.5631698320909209;1.0927974865689924;6.941720808397527;1.1655424825796883
309.65;0.1;9973520.399142232;1.991107991937497;1.0927974865689924;6.941720808397527;1.1834468724754252
309.65;0.12;9973520.399142232;2.4353542062874;1.0927974865689924;6.941720808397527;1.2012406090742498
309.65;0.14;9973520.399142232;2.896575981273884;1.0927974865689924;6.941720808397527;1.218924715010797
309.65;0.16;9973520.399142232;3.375375250719003;1.0927974865689924;6.941720808397527;1.2365002003571015
309.65;0.18;9973520.399142232;3.8722702745607194;1.0927974865689924;6.941720808397527;1.2539680628149152
309.65;0.2;9973520.399142232;4.387681796252593;1.0927974865689924;6.941720808397527;1.2713292879044993
309.65;0.22;9973520.399142232;4.92192334580983;1.0927974865689924;6.941720808397527;1.2885848491499745
309.65;0.24;9973520.399142232;5.475195936717284;1.0927974865689924;6.941720808397527;1.305735708261292
309.65;0.26;9973520.399142232;6.047587886368092;1.0927974865689924;6.941720808397527;1.3227828153129062
309.65;0.28;9973520.399142232;6.639080409131054;1.0927974865689924;6.941720808397527;1.3397271089192124
309.65;0.3;9973520.399142232;7.2495589285741175;1.0927974865689924;6.8591183800324;1.3558331676057613
309.65;0.32;9973520.399142232;7.878829073853183;1.0927974865689924;6.653501309625572;1.3704637508478477
309.65;0.34;9973520.399142232;8.526635490295632;1.0927974865689924;6.454139353261713;1.3846379548719185
309.65;0.36;9973520.399142232;9.192681189673124;1.0927974865689924;6.2610522713276255;1.3983411814004134
309.65;0.38;9973520.399142232;9.876645262607326;1.0927974865689924;6.074224686849001;1.411559569591038
309.65;0.4;9973520.399142232;10.578197274674153;1.0927974865689924;5.893607189240484;1.4242800131672244
309.65;0.42;9973520.399142232;11.297007385365873;1.0927974865689924;5.719119254053541;1.4364901703683994
309.65;0.44;9973520.399142232;12.032751977843475;1.0927974865689924;5.5546030584030595;1.4482605699610311
309.65;0.46;9973520.399142232;12.785115223753223;1.0927974865689924;5.391813509635567;1.4594203836067174
309.65;0.48;9973520.399142232;13.553787450128482;1.0927974865689924;5.234782843797089;1.4700375849663698
309.65;0.5;9973520.399142232;14.338461401393772;1.0927974865689924;5.083349909019777;1.4801030242230675
309.65;0.52;9973520.399142232;15.138827518601488;1.0927974865689924;4.937344383476568;1.489608403298365
309.65;0.54;9973520.399142232;15.954569235744827;1.0927974865689924;4.796589907451698;1.498546294344985
309.65;0.56;9973520.399142232;16.785359073831614;1.0927974865689924;4.660906487356322;1.5069101484410885
