T_amb;alpha;P_h_Sbc;delta_T_sc_DMS;COP_CO2_Sbc;COP_DMS_CO2;COP_star_Sbc
293.15;0.0;6736899.571212389;5.684341886080802e-14;2.7284911837208514;7.084019606994938;2.7284911837208514
293.15;0.02;6736899.571212389;0.38756134505962336;2.7284911837208514;7.084019606994938;2.7617863354276913
293.15;0.04;6736899.571212389;0.8434433144915374;2.7284911837208514;7.084019606994938;2.7945763097865504
293.15;0.06;6736899.571212389;1.3641705565458437;2.7284911837208514;7.084019606994938;2.8268725175876948
293.15;0.08;6736899.571212389;1.946199880979691;2.7284911837208514;7.084019606994938;2.8586860285316473
293.15;0.1;6736899.571212389;2.5859792093126543;2.7284911837208514;7.084019606994938;2.890027583879413
293.15;0.12;6736899.571212389;3.2800902261854503;2.7284911837208514;7.084019606994938;2.9209076085438452
293.15;0.14;6736899.571212389;4.0253581996955745;2.7284911837208514;7.084019606994938;2.951336222650755
293.15;0.16;6736899.571212389;4.818894234998254;2.7284911837208514;7.084019606994938;2.9813232525966837
293.15;0.18;6736899.571212389;5.658079520009892;2.7284911837208514;7.084019606994938;3.010878241628736
293.15;0.2;6736899.571212389;6.5405170550910725;2.7284911837208514;7.084019606994938;3.0400104599703885
293.15;0.22;6736899.571212389;7.463975517395056;2.7284911837208514;6.962539536587337;3.0645520923045724
293.15;0.24;6736899.571212389;8.42634192058813;2.7284911837208514;6.721015687575217;3.082952707785807
293.15;0.26;6736899.571212389;9.425590697311577;2.7284911837208514;6.461853985466428;3.097809228542636
293.15;0.28;6736899.571212389;10.459769754614058;2.7284911837208514;6.16999237628672;3.1076721753516474
293.15;0.3;6736899.571212389;11.526999824044594;2.7284911837208514;5.895124019777431;3.114574861017232
293.15;0.32;6736899.571212389;12.625481776408549;2.7284911837208514;5.636508055819278;3.1185350642414775
293.15;0.34;6736899.571212389;13.753506749097994;2.7284911837208514;5.393310842153306;3.119587434947384
293.15;0.36;6736899.571212389;14.90946513580235;2.7284911837208514;5.164643690313103;3.1177812694660605
293.15;0.38;6736899.571212389;16.091852053068806;2.7284911837208514;4.9495918866394675;3.113178018876683
293.15;0.4;6736899.571212389;17.299268373445727;2.7284911837208514;4.747236600515338;3.1058486235247256
293.15;0.42;6736899.571212389;18.530417549890615;2.7284911837208514;4.5605871059954275;3.0964050595349364
