T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
312.7,317.7,10586925.18251105,0.45,112.5852130626674,0.5465458897840771,1.251645334386626,0.9263425154008132,5.699028365288687
