T_amb,T_gc_out,P_h_2,alpha_2,delta_h_CO2_2,beta_2_max,COP_star_2,COP_CO2_2,COP_DMS_CO2
306.57901234567896,311.57901234567896,9325584.97241291,0.45,126.99893220106239,0.3114435519168076,1.6928035532071226,1.2979567268795964,5.2249339711299605
